,Age,score_wifi,score_booking,score_location,score_restaurant,score_spa,score_sports,score_checkin,score_local_sites,score_housekeeping,score_overall
2944,28,5,5,5,5,5,5,5,5,5,5
2945,38,3,3,3,3,3,3,3,5,3,2
2946,14,3,3,3,2,5,2,1,4,2,1
2947,55,1,1,1,2,5,4,3,4,5,5
2948,60,3,3,5,4,4,5,5,5,4,1
2949,40,2,2,1,3,3,3,5,4,3,2
2950,48,5,4,4,2,4,1,3,1,4,3
2951,56,2,3,2,1,2,1,3,4,1,0
2952,49,4,4,3,4,4,5,1,5,4,4
2953,22,5,5,1,5,1,5,3,5,5,5
2954,36,2,2,2,5,5,5,5,5,5,1
2955,53,3,3,3,4,2,3,2,3,3,1
2956,33,4,4,2,2,2,2,3,5,2,2
2957,17,5,5,5,4,4,4,3,5,4,4
2958,39,0,0,5,2,5,3,5,3,5,5
2959,14,3,4,2,1,1,1,1,3,1,0
2960,39,2,0,4,4,4,4,4,4,4,1
2961,60,3,3,1,3,4,4,5,4,5,1
2962,66,3,3,3,3,3,1,3,1,4,2
2963,42,1,4,4,3,4,1,3,1,1,0
2964,44,5,5,5,4,4,5,5,5,3,3
2965,20,2,2,2,5,5,5,3,5,5,1
2966,44,3,3,3,4,4,4,4,3,4,2
2967,50,2,2,2,2,5,5,4,5,5,1
2968,55,4,4,4,5,5,3,5,5,5,5
2969,57,4,4,4,5,5,5,5,5,3,4
2970,13,3,2,5,3,3,3,1,3,3,1
2971,53,5,5,5,5,5,4,5,4,4,3
2972,60,1,1,1,5,5,4,5,3,5,5
2973,56,3,3,3,2,4,5,4,5,4,4
2974,29,1,1,4,3,3,3,2,4,3,2
2975,51,1,1,1,3,4,4,3,4,4,4
2976,62,4,3,3,4,4,4,4,2,4,4
2977,14,3,3,4,5,5,5,2,4,5,1
2978,66,3,3,1,5,4,4,3,4,4,1
2979,22,4,3,3,4,4,4,3,4,4,2
2980,26,2,4,2,3,3,3,5,5,3,4
2981,26,3,5,5,3,3,3,1,3,3,1
2982,64,4,4,2,3,2,3,1,3,3,3
2983,49,4,4,4,2,4,5,3,5,5,5
2984,20,4,4,3,3,3,3,2,4,3,4
2985,58,1,1,1,3,5,3,4,3,5,5
2986,43,4,4,4,4,2,5,5,5,5,5
2987,42,2,2,2,4,4,4,4,4,4,3
2988,42,2,4,5,1,3,2,3,2,3,2
2989,32,4,5,5,3,3,3,5,4,3,2
2990,70,1,1,2,5,5,5,1,3,5,1
2991,43,3,3,3,5,5,3,4,3,3,3
2992,52,2,1,3,3,3,3,4,4,3,2
2993,14,4,5,5,2,2,2,4,1,2,3
2994,52,0,0,2,1,2,1,2,1,3,3
2995,20,3,3,4,5,5,5,1,4,5,2
2996,51,2,2,2,1,1,5,2,5,3,3
2997,50,5,5,4,2,2,2,2,4,2,4
2998,23,3,5,1,3,3,3,2,2,3,1
2999,22,3,0,4,3,3,3,2,4,3,1
3000,45,2,4,4,3,4,2,4,2,2,2
3001,44,4,4,4,5,5,5,2,3,5,5
3002,36,4,5,5,4,4,4,1,4,4,4
3003,60,3,3,4,3,4,5,4,5,3,1
3004,45,4,4,1,2,5,1,5,1,1,0
3005,13,4,4,3,4,2,5,2,3,2,2
3006,26,3,3,4,3,2,4,2,2,2,2
3007,69,2,3,3,5,3,2,4,2,1,0
3008,8,3,3,2,1,1,1,5,3,1,0
3009,53,3,3,3,3,4,5,3,5,3,3
3010,22,2,1,1,2,2,3,2,1,2,2
3011,41,3,3,3,1,1,1,1,1,1,0
3012,48,2,2,2,5,3,2,3,2,1,0
3013,42,3,3,3,5,5,4,5,4,4,3
3014,27,2,1,3,3,3,3,1,3,3,1
3015,18,4,4,4,5,5,5,4,1,5,5
3016,18,5,5,3,1,1,1,3,4,1,4
3017,50,1,1,2,3,1,3,4,5,3,2
3018,80,2,5,3,1,4,2,1,2,3,2
3019,56,2,2,3,2,2,2,4,4,2,2
3020,7,2,2,3,2,2,2,3,3,2,2
3021,60,4,4,4,5,5,3,5,3,4,3
3022,39,4,4,3,3,3,3,3,5,3,2
3023,22,4,4,4,4,4,4,3,4,4,4
3024,17,4,4,4,4,4,4,2,4,4,1
3025,67,4,4,3,3,3,3,3,4,3,4
3026,23,5,5,3,5,5,5,3,4,5,5
3027,46,4,4,4,2,4,4,5,4,3,3
3028,59,3,3,3,3,4,4,4,4,4,4
3029,27,5,5,5,4,4,4,3,5,4,3
3030,42,2,5,2,3,5,5,5,5,3,4
3031,27,3,3,3,1,5,1,4,5,1,0
3032,22,4,4,4,5,5,5,4,5,5,5
3033,55,1,1,1,5,4,4,5,4,3,3
3034,59,3,3,4,5,5,5,3,5,5,2
3035,44,5,5,5,5,4,4,3,4,5,5
3036,65,4,4,5,2,5,3,4,3,3,2
3037,26,1,0,4,5,5,5,2,1,5,1
3038,40,2,3,2,5,5,5,4,4,5,2
3039,56,4,5,4,5,4,4,3,4,3,3
3040,30,1,1,1,4,4,4,3,5,4,3
3041,22,2,3,2,1,1,1,3,5,1,0
3042,25,5,4,1,2,2,2,5,5,2,4
3043,47,2,2,3,3,3,3,2,4,3,1
3044,18,3,4,4,3,3,3,4,4,3,1
3045,41,3,3,2,4,4,4,4,5,4,1
3046,42,1,1,1,2,3,4,2,4,5,5
3047,65,3,3,4,5,5,5,1,4,5,1
3048,59,1,1,5,5,5,5,5,4,5,1
3049,24,4,3,3,4,4,4,3,4,4,2
3050,38,5,5,3,3,3,3,4,4,3,4
3051,11,1,1,4,3,3,3,4,3,3,2
3052,65,3,3,4,3,3,4,3,1,3,1
3053,21,5,5,1,3,3,3,4,5,3,4
3054,29,4,4,4,4,4,4,5,5,4,3
3055,60,4,3,3,4,3,4,4,4,1,4
3056,40,5,1,1,5,5,5,5,1,5,5
3057,25,3,3,1,3,4,5,4,3,4,1
3058,32,4,4,4,4,4,4,2,4,4,1
3059,53,3,4,4,5,4,3,2,3,1,3
3060,29,1,1,1,4,4,4,3,4,4,4
3061,49,5,5,5,2,4,5,5,5,3,4
3062,55,3,2,2,2,3,3,4,3,2,1
3063,22,4,4,3,4,4,4,5,2,4,4
3064,54,2,2,3,5,5,5,2,3,5,2
3065,57,0,0,1,5,5,4,5,4,5,5
3066,50,2,2,2,3,4,2,3,2,5,1
3067,44,3,3,3,4,5,5,5,5,5,5
3068,11,2,2,4,1,1,1,2,3,1,0
3069,38,3,2,2,4,4,3,4,3,2,2
3070,20,2,3,3,5,4,5,3,5,5,2
3071,11,2,2,4,2,2,2,4,5,2,2
3072,30,3,1,1,3,3,3,3,4,3,1
3073,37,5,5,4,2,2,2,5,5,2,4
3074,23,0,0,1,3,3,3,3,4,3,4
3075,15,1,0,4,2,5,2,1,4,2,1
3076,56,2,4,4,3,4,2,3,2,2,1
3077,49,4,4,4,2,5,4,4,4,4,3
3078,26,4,3,2,3,3,3,3,2,3,2
3079,28,5,5,5,2,2,2,5,5,2,3
3080,26,4,4,2,2,2,2,1,1,2,2
3081,31,1,1,1,5,5,4,5,3,5,5
3082,21,1,1,5,5,5,5,1,3,5,2
3083,37,4,4,2,3,3,3,3,5,3,3
3084,24,1,1,4,5,2,5,4,4,5,1
3085,66,5,5,5,2,4,4,4,4,4,4
3086,49,3,3,5,4,4,4,5,4,4,2
3087,22,2,2,3,4,2,4,4,5,4,1
3088,57,2,1,1,2,3,2,1,2,1,0
3089,22,5,5,5,5,5,4,5,3,5,5
3090,31,4,4,1,4,4,4,3,3,4,1
3091,8,4,4,4,2,2,2,4,5,2,1
3092,42,4,4,4,5,4,2,4,1,4,3
3093,30,5,1,1,5,5,5,1,2,5,5
3094,30,2,2,4,2,2,2,1,3,2,2
3095,19,4,4,3,3,3,3,3,4,3,2
3096,46,5,3,3,5,5,5,2,5,5,5
3097,22,2,2,3,5,5,5,3,3,5,1
3098,25,2,2,3,2,2,2,4,3,2,2
3099,35,3,2,2,3,3,3,2,3,2,1
3100,33,3,3,3,4,4,4,4,4,5,5
3101,23,5,5,4,1,1,1,1,3,1,3
3102,31,3,3,4,3,3,3,1,3,3,2
3103,58,4,4,4,2,5,5,5,5,3,3
3104,17,5,4,4,5,5,5,5,4,5,5
3105,39,3,3,3,4,5,4,3,4,5,5
3106,56,5,1,5,5,4,4,3,4,3,3
3107,24,3,3,3,3,3,3,4,4,3,1
3108,26,3,3,4,2,2,2,3,4,2,1
3109,42,3,3,3,2,2,3,3,3,2,2
3110,39,1,1,2,1,1,1,4,4,1,0
3111,57,3,3,1,5,3,5,4,4,5,1
3112,41,1,1,2,2,2,2,5,5,2,2
3113,33,2,2,2,1,1,1,4,5,1,0
3114,22,3,3,4,2,2,2,3,5,2,1
3115,55,3,3,5,3,3,3,5,5,3,1
3116,69,3,3,1,4,5,5,5,5,5,2
3117,47,2,4,2,2,1,2,5,2,1,3
3118,39,1,1,4,5,1,5,5,4,5,1
3119,46,2,1,1,2,3,2,3,2,3,1
3120,37,2,2,4,3,3,3,3,3,3,2
3121,59,3,2,2,5,3,3,2,3,4,1
3122,38,1,1,3,2,2,2,4,4,2,2
3123,41,2,2,2,2,5,5,4,5,5,5
3124,60,1,1,3,1,3,5,3,5,4,2
3125,24,4,4,4,5,4,5,1,3,5,2
3126,25,3,5,3,5,5,5,5,4,5,5
3127,31,2,4,4,1,2,1,1,3,1,0
3128,33,0,0,1,2,2,2,1,4,2,3
3129,32,2,2,2,5,5,5,4,4,5,5
3130,32,4,1,1,4,4,3,4,1,4,1
3131,31,1,1,3,5,5,5,4,5,5,2
3132,53,3,3,1,1,2,1,4,1,1,0
3133,26,3,3,3,5,5,5,1,4,5,1
3134,55,2,2,2,4,2,5,3,5,3,4
3135,22,5,5,4,3,3,3,2,2,3,3
3136,27,2,2,3,5,5,5,2,4,5,1
3137,17,3,3,3,2,1,2,4,4,2,2
3138,26,1,2,4,4,4,4,3,5,4,2
3139,39,2,2,2,4,5,4,3,4,4,4
3140,63,3,3,2,5,5,5,3,4,5,2
3141,26,4,4,4,4,4,4,4,3,4,4
3142,52,5,3,4,5,5,5,3,5,5,5
3143,70,0,0,2,3,1,2,3,2,3,4
3144,47,2,2,2,5,3,2,2,2,2,2
3145,22,5,5,5,5,5,5,2,4,5,5
3146,60,3,3,3,2,5,4,3,4,3,3
3147,43,3,4,4,2,2,2,4,4,2,2
3148,43,3,3,3,2,4,5,4,5,5,5
3149,43,2,2,2,3,4,5,3,5,5,5
3150,35,0,0,4,4,5,5,5,5,4,4
3151,24,2,4,2,4,4,4,5,1,4,3
3152,46,5,1,1,4,4,5,2,5,2,3
3153,45,5,3,5,3,5,5,5,5,5,5
3154,44,2,2,2,3,1,1,2,1,4,1
3155,49,3,3,3,4,4,2,3,2,5,5
3156,38,2,1,1,1,3,2,1,2,4,2
3157,22,2,2,2,4,4,4,4,5,4,4
3158,28,4,3,2,2,2,2,3,4,2,1
3159,23,0,0,4,1,1,1,5,4,1,3
3160,37,4,4,4,4,5,5,5,5,3,4
3161,34,2,2,2,4,4,5,3,5,3,3
3162,55,5,3,5,2,5,5,3,5,3,3
3163,21,1,1,1,5,5,5,4,5,5,5
3164,15,3,3,3,5,5,5,4,5,5,1
3165,39,4,4,2,3,3,3,5,5,3,2
3166,63,1,1,3,4,4,4,5,5,4,1
3167,27,5,5,2,4,4,4,5,4,4,4
3168,62,2,2,2,1,2,1,3,2,1,0
3169,29,4,4,4,5,5,5,5,5,5,5
3170,17,1,1,5,2,2,2,3,4,2,2
3171,52,4,4,4,2,3,5,1,5,5,5
3172,11,3,3,3,1,1,1,4,5,1,0
3173,18,2,2,1,5,5,5,3,3,5,1
3174,17,1,1,4,5,5,5,5,5,5,1
3175,48,3,3,3,4,4,3,5,3,4,4
3176,38,5,5,5,2,2,2,3,4,2,3
3177,58,4,4,3,4,4,4,3,4,4,1
3178,41,5,5,5,4,5,5,3,5,4,4
3179,25,3,3,1,1,1,1,3,4,1,0
3180,38,3,1,1,2,3,3,4,3,1,0
3181,51,2,2,2,3,5,4,5,4,4,4
3182,25,3,3,3,4,4,4,3,5,4,4
3183,39,5,5,5,2,2,2,5,2,1,4
3184,22,2,4,1,2,4,2,3,4,2,1
3185,31,5,5,5,5,5,5,4,2,5,5
3186,24,5,5,5,3,3,3,1,2,3,4
3187,42,4,5,4,2,4,4,5,4,3,3
3188,26,4,3,3,2,2,2,5,5,2,3
3189,34,2,2,3,2,2,2,2,4,2,1
3190,26,1,1,4,1,1,1,4,3,1,0
3191,28,4,1,1,4,4,4,4,2,4,3
3192,37,5,5,5,4,4,5,2,5,4,3
3193,39,4,4,4,2,4,5,5,5,3,4
3194,10,3,3,1,1,1,1,4,4,1,0
3195,70,3,3,3,5,5,5,4,4,5,2
3196,40,1,2,1,4,5,4,3,4,3,3
3197,23,2,2,3,1,1,1,5,5,1,0
3198,74,1,1,1,1,3,1,3,1,4,2
3199,52,1,1,1,2,3,1,2,1,5,1
3200,66,3,0,2,2,2,2,3,5,2,1
3201,38,2,2,2,2,4,2,3,2,3,4
3202,40,2,3,4,1,1,1,1,5,1,0
3203,52,1,1,5,3,3,3,3,4,3,1
3204,42,1,1,1,3,5,5,3,5,3,3
3205,47,2,2,4,1,4,2,3,2,4,2
3206,57,5,3,5,4,2,5,5,5,3,3
3207,31,4,4,1,1,1,1,5,5,1,0
3208,29,3,3,2,3,3,3,3,4,3,2
3209,21,5,5,4,4,4,4,4,5,4,4
3210,27,1,5,1,5,5,5,4,4,5,5
3211,29,1,1,4,4,4,4,2,3,4,2
3212,28,5,5,5,5,5,5,4,5,5,5
3213,36,4,5,5,4,4,4,2,3,4,4
3214,43,4,4,4,4,3,3,3,4,3,3
3215,58,2,2,2,3,1,4,2,4,2,4
3216,32,5,5,3,2,2,2,3,5,2,4
3217,20,2,2,4,2,2,2,5,4,2,1
3218,13,4,5,1,4,2,4,2,4,4,1
3219,50,3,3,2,2,2,2,3,5,2,2
3220,46,0,0,4,2,3,4,3,4,1,4
3221,27,2,2,4,3,3,3,3,4,3,2
3222,61,2,2,4,4,4,2,2,2,1,0
3223,52,2,3,3,1,2,2,4,2,4,2
3224,7,3,0,4,2,2,2,5,5,2,2
3225,59,4,2,4,5,5,5,3,5,5,5
3226,18,1,1,3,5,3,5,3,2,5,2
3227,47,4,4,4,4,4,2,3,2,3,3
3228,39,5,5,3,5,5,5,3,5,5,5
3229,38,4,1,1,4,3,4,3,4,3,1
3230,22,5,5,3,3,3,3,5,4,3,4
3231,24,2,2,3,5,5,5,5,5,5,2
3232,27,3,3,2,1,1,1,5,4,1,0
3233,24,2,2,2,3,3,3,5,4,3,2
3234,24,0,0,3,2,2,2,3,5,2,4
3235,23,2,2,4,5,5,5,3,4,5,1
3236,35,5,2,2,5,5,5,2,2,5,5
3237,42,2,2,3,4,4,4,5,4,4,1
3238,51,4,4,4,5,5,3,5,3,5,5
3239,36,5,4,5,2,2,2,1,4,2,3
3240,46,1,1,1,3,4,4,4,4,4,3
3241,50,3,2,2,3,3,3,1,3,3,2
3242,49,2,1,1,4,3,2,1,2,3,2
3243,55,5,4,4,5,5,5,3,5,5,5
3244,56,2,2,3,4,4,4,1,4,4,2
3245,35,1,1,4,2,2,2,3,4,2,2
3246,50,2,2,3,2,2,2,3,5,2,1
3247,33,3,3,4,1,1,1,1,4,1,0
3248,47,5,3,1,5,5,5,4,1,5,5
3249,56,1,5,1,5,2,1,3,1,2,2
3250,57,5,5,5,5,5,4,3,4,3,4
3251,38,3,5,5,3,3,3,1,3,3,1
3252,38,1,1,1,1,3,5,2,5,2,3
3253,38,5,5,5,4,1,4,4,4,1,4
3254,52,5,4,4,1,1,5,2,5,1,4
3255,23,5,5,4,2,2,2,4,3,2,4
3256,61,3,3,3,3,1,2,1,3,1,0
3257,22,3,2,4,2,2,2,4,4,2,1
3258,66,3,3,3,1,3,3,1,3,2,1
3259,59,3,3,1,1,1,1,3,5,1,0
3260,16,2,3,2,4,3,4,3,4,4,1
3261,65,2,1,1,2,2,2,1,3,2,1
3262,52,4,4,4,5,4,5,4,5,4,4
3263,29,3,3,3,5,5,5,5,2,5,1
3264,54,4,2,2,4,4,4,1,4,2,1
3265,69,3,3,3,5,4,2,4,2,5,2
3266,36,5,5,5,4,4,5,1,5,5,5
3267,39,1,1,4,2,2,2,5,4,2,1
3268,22,2,3,4,3,3,3,2,3,3,2
3269,43,2,2,2,4,4,4,3,4,3,4
3270,22,3,5,5,3,3,3,3,3,3,2
3271,23,5,5,1,3,3,3,5,5,3,3
3272,42,3,3,3,2,2,3,3,3,1,0
3273,13,4,4,4,1,3,1,4,4,1,3
3274,38,2,2,3,2,2,2,4,4,2,1
3275,46,3,3,3,5,5,4,2,4,5,5
3276,58,2,5,2,5,5,5,5,5,5,5
3277,19,1,1,3,1,1,1,5,5,1,0
3278,13,2,0,5,1,1,1,5,2,1,0
3279,53,2,2,2,2,4,5,5,5,4,3
3280,54,1,1,4,3,4,1,4,1,4,1
3281,42,5,3,5,4,4,2,4,2,4,4
3282,55,1,1,1,5,5,5,4,5,3,3
3283,69,3,3,3,2,3,3,2,3,2,1
3284,56,1,1,1,2,5,5,4,5,5,2
3285,56,1,1,3,4,4,1,4,1,3,1
3286,58,4,4,4,3,4,5,3,5,5,5
3287,42,2,2,2,3,4,4,4,4,3,3
3288,15,3,3,3,3,3,3,2,3,3,1
3289,33,1,1,1,4,4,1,3,1,4,1
3290,7,1,1,3,3,3,3,1,4,3,2
3291,59,4,4,4,2,5,4,5,4,3,4
3292,65,3,1,1,4,4,3,2,3,2,2
3293,41,2,4,2,2,3,2,3,2,1,0
3294,55,1,1,3,3,4,1,1,1,3,2
3295,58,4,5,5,4,4,4,3,1,4,3
3296,44,3,3,4,4,5,1,5,1,3,1
3297,7,3,3,3,3,4,3,5,5,3,1
3298,45,2,2,2,2,4,3,3,3,5,5
3299,47,2,1,1,5,2,3,1,3,2,1
3300,45,1,1,1,2,5,4,3,4,3,3
3301,58,1,5,5,4,3,1,2,1,2,2
3302,25,2,2,1,2,2,2,5,4,2,2
3303,59,1,1,1,3,2,1,1,1,1,3
3304,47,2,2,2,4,4,4,3,4,5,2
3305,31,5,5,5,5,5,5,1,5,5,5
3306,17,0,0,4,4,4,4,1,3,4,4
3307,28,3,3,3,2,2,2,3,3,2,2
3308,27,3,3,1,5,5,5,1,2,5,1
3309,36,3,2,2,2,4,1,4,1,4,2
3310,32,2,4,4,2,2,2,1,2,2,1
3311,50,1,1,1,4,4,4,3,4,5,5
3312,45,1,1,3,2,2,2,4,4,2,2
3313,42,5,4,4,2,3,5,3,5,3,3
3314,27,3,3,3,4,4,4,3,3,4,2
3315,25,3,3,3,2,2,2,2,3,2,1
3316,25,3,3,3,1,1,1,4,4,1,0
3317,62,4,2,2,4,4,4,3,4,4,4
3318,33,2,2,4,4,4,4,1,3,4,1
3319,13,2,2,4,1,1,1,1,3,1,0
3320,65,4,4,3,4,2,3,2,1,2,3
3321,30,2,2,4,2,2,1,2,2,2,1
3322,38,4,4,4,4,4,3,4,3,3,3
3323,30,3,3,2,4,4,4,5,5,4,1
3324,56,3,3,3,4,1,4,1,4,2,3
3325,22,5,5,2,2,2,2,4,5,2,4
3326,26,5,5,3,1,1,1,4,5,1,3
3327,28,3,3,2,5,5,5,2,2,5,2
3328,9,2,2,2,4,4,4,1,2,4,2
3329,7,3,3,3,3,3,3,2,3,3,2
3330,23,3,3,3,2,2,2,4,5,2,2
3331,50,4,3,3,4,2,4,1,4,4,2
3332,64,3,3,3,5,5,5,5,5,5,2
3333,48,2,2,5,2,2,5,2,1,2,2
3334,26,4,4,3,5,5,5,3,3,5,5
3335,40,4,4,4,2,3,2,1,4,2,2
3336,26,0,0,3,2,2,2,5,5,2,4
3337,38,3,3,3,5,3,5,1,5,5,5
3338,44,1,1,1,3,4,4,3,4,4,3
3339,36,1,1,1,4,4,4,5,4,4,1
3340,55,1,1,1,2,1,2,2,2,5,2
3341,49,2,2,3,2,2,1,2,3,2,2
3342,10,5,5,4,4,3,4,4,4,4,4
3343,38,5,5,1,5,5,5,4,3,5,5
3344,51,4,4,4,4,5,5,3,5,4,4
3345,18,3,3,4,1,3,1,4,4,1,0
3346,35,3,5,3,5,5,4,5,4,4,3
3347,33,3,4,4,3,3,3,1,3,3,1
3348,40,2,3,3,2,2,2,1,3,2,4
3349,23,0,0,3,2,2,2,3,4,2,3
3350,41,1,1,1,3,5,4,4,4,5,5
3351,47,3,3,4,2,2,2,3,4,2,2
3352,8,1,1,4,1,1,1,3,5,1,0
3353,55,2,2,5,3,3,3,3,5,3,2
3354,42,5,5,5,2,5,3,3,3,4,4
3355,38,1,1,4,2,2,2,3,3,2,2
3356,29,2,3,3,2,2,2,2,4,2,1
3357,12,2,1,2,2,2,2,5,1,2,3
3358,59,4,4,4,3,3,3,3,5,3,3
3359,51,2,2,3,5,4,2,1,2,2,2
3360,39,1,1,1,3,4,4,5,4,5,5
3361,35,2,2,2,3,5,3,3,3,3,3
3362,54,4,3,3,5,5,5,4,4,5,5
3363,66,3,3,4,1,4,2,1,2,2,1
3364,53,4,3,3,1,4,4,5,4,5,5
3365,14,4,4,5,3,3,3,1,1,3,2
3366,43,1,4,4,3,4,1,2,1,1,0
3367,36,3,3,2,3,3,3,2,3,3,1
3368,56,3,2,1,4,4,4,3,3,4,2
3369,43,4,4,3,3,4,3,3,4,3,2
3370,57,1,3,3,4,3,1,2,1,3,1
3371,57,3,3,3,5,5,5,4,5,4,3
3372,43,0,0,3,4,4,1,4,1,5,5
3373,46,4,4,4,3,5,2,3,2,3,4
3374,60,2,2,2,2,2,2,5,5,2,1
3375,23,2,2,2,2,2,2,2,1,2,2
3376,33,1,1,1,4,3,5,3,4,3,4
3377,25,4,4,4,5,5,5,2,2,5,5
3378,22,3,3,2,3,3,3,3,2,3,1
3379,35,4,4,4,5,4,5,3,5,1,3
3380,37,1,1,3,1,1,1,4,3,1,0
3381,65,4,2,2,1,5,4,2,4,4,4
3382,37,2,1,3,3,3,3,3,1,3,1
3383,52,5,1,1,1,5,5,3,5,5,5
3384,18,0,0,4,2,2,2,1,3,2,3
3385,20,4,4,5,4,4,4,5,5,4,2
3386,40,2,2,2,4,5,5,3,5,4,3
3387,33,4,4,5,4,4,4,5,5,4,1
3388,30,3,3,3,4,3,4,3,3,4,3
3389,43,4,4,3,4,3,4,5,3,4,2
3390,52,3,2,2,5,2,3,5,3,2,4
3391,49,3,1,3,2,2,4,5,4,5,5
3392,45,4,4,2,4,4,4,5,5,4,2
3393,55,2,1,1,5,3,2,1,2,4,2
3394,42,4,4,4,5,5,5,4,5,5,5
3395,41,1,1,2,2,2,2,2,2,2,2
3396,27,3,3,3,4,4,4,1,5,4,3
3397,40,1,1,1,5,4,3,3,3,3,4
3398,22,1,1,3,5,5,5,3,4,5,2
3399,65,3,5,5,4,4,4,4,4,4,2
3400,38,3,2,2,3,3,3,3,4,3,2
3401,34,1,3,3,2,3,1,4,1,4,1
3402,58,1,1,3,1,1,1,5,4,1,0
3403,49,3,5,5,4,4,3,4,3,1,0
3404,59,2,5,2,2,4,4,4,4,5,5
3405,32,4,4,4,2,2,2,4,3,2,3
3406,46,1,1,3,2,2,2,4,3,2,2
3407,58,1,1,1,2,4,4,5,4,3,3
3408,60,1,1,1,4,5,5,4,5,5,5
3409,32,5,1,1,5,5,5,1,4,5,5
3410,61,1,1,4,5,5,2,4,2,5,2
3411,48,4,4,4,5,4,4,4,4,5,5
3412,28,4,4,3,2,2,2,4,4,2,1
3413,27,4,4,3,4,3,3,3,5,3,3
3414,27,3,3,3,4,4,4,4,1,4,4
3415,53,2,4,4,2,3,2,4,2,2,2
3416,39,2,3,3,4,3,2,4,2,2,2
3417,49,1,1,1,1,3,5,2,5,4,4
3418,33,1,1,4,1,1,1,1,4,1,0
3419,51,4,2,4,3,4,3,4,3,4,3
3420,44,4,4,4,5,5,2,5,1,5,5
3421,58,5,5,5,3,5,4,3,4,5,5
3422,30,3,3,3,4,4,4,4,4,4,4
3423,38,1,1,4,5,5,5,5,5,5,2
3424,43,5,2,2,4,4,4,5,3,4,3
3425,56,4,4,4,2,2,2,4,4,2,1
3426,21,4,4,5,2,2,2,3,5,2,4
3427,23,3,3,4,1,1,1,1,4,1,0
3428,53,5,5,5,4,5,4,4,4,5,5
3429,25,5,5,2,3,5,3,4,5,3,4
3430,35,4,4,2,4,4,4,4,3,4,2
3431,25,4,4,2,3,3,3,4,5,3,2
3432,26,4,3,5,4,5,4,5,2,4,3
3433,18,0,0,4,3,3,3,5,5,3,4
3434,68,3,3,4,3,3,3,4,5,3,1
3435,61,4,4,3,1,1,1,3,4,1,0
3436,40,0,0,4,3,5,3,3,3,5,5
3437,39,4,4,4,5,5,5,4,5,3,3
3438,65,1,1,1,4,4,4,5,4,4,2
3439,23,2,2,3,2,2,4,2,1,2,2
3440,62,3,3,3,1,4,5,2,5,2,4
3441,48,2,2,2,4,5,5,4,5,4,3
3442,50,4,4,3,2,5,5,4,5,3,2
3443,23,2,2,1,5,5,5,3,5,5,2
3444,57,4,4,4,3,4,4,3,4,5,5
3445,39,4,4,4,4,5,5,5,5,5,5
3446,61,5,3,3,5,5,5,2,4,5,5
3447,30,3,3,3,2,2,2,4,4,2,4
3448,39,4,2,2,4,4,4,3,2,4,4
3449,22,1,1,2,4,2,4,3,4,4,2
3450,16,4,4,4,4,4,4,5,4,4,4
3451,36,2,2,4,1,1,1,4,4,1,0
3452,47,3,3,3,5,5,4,3,4,3,4
3453,59,3,3,3,5,5,5,4,4,5,1
3454,21,5,5,1,3,3,3,4,5,3,3
3455,51,2,3,3,1,2,2,1,2,2,2
3456,56,3,3,3,3,5,4,5,4,3,3
3457,43,4,4,4,2,2,2,1,3,2,2
3458,45,4,3,3,5,3,4,3,4,4,3
3459,44,4,3,4,4,4,4,2,1,4,4
3460,55,1,3,3,3,4,1,4,1,2,1
3461,21,0,0,4,5,5,5,5,4,5,5
3462,21,5,4,5,4,5,4,5,2,5,2
3463,45,3,3,4,1,1,1,5,4,1,0
3464,36,1,1,1,2,3,1,1,1,2,2
3465,47,5,5,5,4,5,4,3,4,3,4
3466,36,5,5,5,5,5,5,3,5,5,5
3467,35,4,3,2,3,4,3,5,5,3,4
3468,36,3,3,3,4,4,4,4,4,4,4
3469,10,5,5,1,3,3,3,5,5,3,3
3470,17,3,0,2,2,2,2,3,5,2,1
3471,43,1,1,1,5,5,3,5,3,4,3
3472,36,3,3,3,2,1,2,4,4,2,1
3473,63,2,2,4,5,5,1,5,1,4,1
3474,46,3,3,3,5,3,4,4,4,3,4
3475,33,2,2,2,5,2,4,3,4,2,4
3476,53,4,3,3,3,3,3,4,2,3,1
3477,22,4,4,1,4,4,4,5,4,4,2
3478,39,1,1,1,5,1,4,3,4,2,4
3479,55,2,2,2,4,5,5,5,3,5,5
3480,49,4,5,4,3,1,5,1,5,2,4
3481,34,3,3,4,5,5,5,3,4,5,1
3482,13,3,3,3,5,5,5,2,2,5,2
3483,16,2,2,2,1,1,1,1,1,1,0
3484,54,2,2,3,5,4,5,3,4,5,2
3485,59,2,5,5,4,4,2,4,2,1,0
3486,55,1,3,1,4,4,5,4,5,4,4
3487,61,0,1,2,3,4,1,4,1,5,5
3488,47,5,5,5,3,5,5,4,5,4,4
3489,58,1,1,1,4,5,5,5,5,3,3
3490,45,5,5,4,4,3,3,1,3,2,3
3491,29,2,3,3,2,2,2,4,3,2,1
3492,56,4,5,2,5,4,4,3,4,2,2
3493,24,4,4,4,3,4,3,3,5,3,4
3494,70,2,2,3,5,4,5,1,5,4,2
3495,61,4,4,4,2,4,2,4,4,2,2
3496,53,3,3,3,4,5,5,3,5,3,4
3497,51,5,5,5,2,5,3,4,3,5,5
3498,19,2,2,4,1,1,1,1,3,1,0
3499,59,1,1,3,1,2,5,1,5,3,2
3500,47,4,4,3,2,4,1,2,1,3,2
